HGNC ID	Approved Symbol	Approved Name	Previous Symbols	Synonyms
HGNC:49884	SRSF11P1	serine/arginine-rich splicing factor 11 pseudogene 1		
HGNC:21220	SRSF12	serine/arginine-rich splicing factor 12	SFRS13B	SRrp35, SFRS19
HGNC:11310	SRS~withdrawn	symbol withdrawn, see SMS		
HGNC:16132	SRXN1	sulfiredoxin 1	C20orf139	Npn3, SRX1, YKL086W, dJ850E9.2
HGNC:11311	SRY	sex determining region Y		TDF
HGNC:11340	SS18	synovial sarcoma translocation, chromosome 18	SSXT	SYT
HGNC:15592	SS18L1	synovial sarcoma translocation gene on chromosome 18-like 1		KIAA0693
HGNC:15593	SS18L2	synovial sarcoma translocation gene on chromosome 18-like 2		KIAA-iso
HGNC:44965	SS18L2P1	synovial sarcoma translocation gene on chromosome 18-like 2 pseudogene 1		
HGNC:44966	SS18L2P2	synovial sarcoma translocation gene on chromosome 18-like 2 pseudogene 2		
HGNC:11315	SSAV1L~withdrawn	entry withdrawn		
HGNC:11314	SSAV1~withdrawn	entry withdrawn		
HGNC:11316	SSB	Sjogren syndrome antigen B		LARP3, La, La/SSB
HGNC:11317	SSBP1	single stranded DNA binding protein 1		SSBP, mtSSB
HGNC:15831	SSBP2	single stranded DNA binding protein 2		HSPC116
HGNC:15674	SSBP3	single stranded DNA binding protein 3		CSDP, SSDP, FLJ10355, SSDP1
HGNC:32328	SSBP3-AS1	SSBP3 antisense RNA 1	C1orf191	MSTP128
HGNC:15676	SSBP4	single stranded DNA binding protein 4		
HGNC:14461	SSC4D	scavenger receptor cysteine rich family, 4 domains	SRCRB4D	SRCRB-S4D, S4D-SRCRB
HGNC:26641	SSC5D	scavenger receptor cysteine rich family, 5 domains		FLJ35258
HGNC:11318	SSFA1~withdrawn	symbol withdrawn, see NHP2L1		
HGNC:11319	SSFA2	sperm specific antigen 2		CS-1, SPAG13, KRAP, KIAA1927
HGNC:30579	SSH1	slingshot protein phosphatase 1		KIAA1298
HGNC:30580	SSH2	slingshot protein phosphatase 2		KIAA1725
HGNC:30581	SSH3	slingshot protein phosphatase 3		FLJ20515, FLJ10928
HGNC:29580	SSMEM1	serine-rich single-pass membrane protein 1	C7orf45	FLJ40316
HGNC:11321	SSNA1	Sjogren syndrome nuclear autoantigen 1		NA14, N14
HGNC:11322	SSPN	sarcospan	KRAG	SPN1, SPN2
HGNC:21998	SSPO	SCO-spondin		SCO-spondin, KIAA0543, FLJ36112
HGNC:11323	SSR1	signal sequence receptor, alpha		TRAPA
HGNC:39273	SSR1P1	signal sequence receptor, alpha pseudogene 1		
HGNC:39274	SSR1P2	signal sequence receptor, alpha pseudogene 2		
HGNC:11324	SSR2	signal sequence receptor, beta (translocon-associated protein beta)		TLAP, TRAPB
HGNC:11325	SSR3	signal sequence receptor, gamma (translocon-associated protein gamma)		TRAPG
HGNC:11326	SSR4	signal sequence receptor, delta		TRAPD
HGNC:23131	SSR4P1	signal sequence receptor, delta pseudogene 1	C21orf122	PRED90, MGC10960, PRED57
HGNC:11327	SSRP1	structure specific recognition protein 1		FACT80
HGNC:11328	SSSCA1	Sjogren syndrome/scleroderma autoantigen 1		p27
HGNC:27384	SSSCA1-AS1	SSSCA1 antisense RNA 1 (head to head)		
HGNC:11329	SST	somatostatin		SMST
HGNC:11330	SSTR1	somatostatin receptor 1		
HGNC:11331	SSTR2	somatostatin receptor 2		
HGNC:11332	SSTR3	somatostatin receptor 3		
HGNC:11333	SSTR4	somatostatin receptor 4		
HGNC:11334	SSTR5	somatostatin receptor 5		
HGNC:26502	SSTR5-AS1	SSTR5 antisense RNA 1		
HGNC:25016	SSU72	SSU72 homolog, RNA polymerase II CTD phosphatase		HSPC182
HGNC:43620	SSU72P1	SSU72 pseudogene 1		
HGNC:43621	SSU72P2	SSU72 pseudogene 2		
HGNC:43622	SSU72P3	SSU72 pseudogene 3		
HGNC:43623	SSU72P4	SSU72 pseudogene 4		
HGNC:43624	SSU72P5	SSU72 pseudogene 5		
HGNC:43625	SSU72P6	SSU72 pseudogene 6		
HGNC:43626	SSU72P7	SSU72 pseudogene 7		
HGNC:43627	SSU72P8	SSU72 pseudogene 8		
HGNC:24809	SSUH2	ssu-2 homolog (C. elegans)	C3orf32	fls485, ssu-2
HGNC:11335	SSX1	synovial sarcoma, X breakpoint 1		CT5.1
HGNC:11336	SSX2	synovial sarcoma, X breakpoint 2	SSX	HOM-MEL-40, HD21, MGC3884, MGC15364, MGC119055, CT5.2a
HGNC:22263	SSX2B	synovial sarcoma, X breakpoint 2B		CT5.2b
HGNC:16509	SSX2IP	synovial sarcoma, X breakpoint 2 interacting protein		
HGNC:11337	SSX3	synovial sarcoma, X breakpoint 3		CT5.3
HGNC:11338	SSX4	synovial sarcoma, X breakpoint 4		CT5.4
HGNC:16880	SSX4B	synovial sarcoma, X breakpoint 4B		OTTHUMT00000056510
HGNC:11339	SSX5	synovial sarcoma, X breakpoint 5		
HGNC:19652	SSX6	synovial sarcoma, X breakpoint 6 (pseudogene)	SSXP2	psiSSX2
HGNC:19653	SSX7	synovial sarcoma, X breakpoint 7		
HGNC:19654	SSX8	synovial sarcoma, X breakpoint 8		
HGNC:19655	SSX9	synovial sarcoma, X breakpoint 9		
HGNC:34047	SSX10~withdrawn	symbol withdrawn, see SSXP4		
HGNC:30637	SSXP1	SSX family pseudogene 1		psiSSX1
HGNC:30639	SSXP2~withdrawn	symbol withdrawn, see SSX6		
HGNC:30640	SSXP3	SSX family pseudogene 3		psiSSX3
HGNC:30641	SSXP4	SSX family pseudogene 4	SSX10	psiSSX4
HGNC:30642	SSXP5	SSX family pseudogene 5		psiSSX5
HGNC:30643	SSXP6	SSX family pseudogene 6		psiSSX6
HGNC:30644	SSXP7	SSX family pseudogene 7		psiSSX7
HGNC:30199	SSXP8	SSX family pseudogene 8		psiSSX8
HGNC:30645	SSXP9	SSX family pseudogene 9		psiSSX9
HGNC:30638	SSXP10	SSX family pseudogene 10		psiSSX10
HGNC:11347	ST2	suppression of tumorigenicity 2		
HGNC:11348	ST3	suppression of tumorigenicity 3		
HGNC:10862	ST3GAL1	ST3 beta-galactoside alpha-2,3-sialyltransferase 1	SIAT4A	ST3O, SIATFL, ST3GalA.1
HGNC:45174	ST3GAL1P1	ST3 beta-galactoside alpha-2,3-sialyltransferase 1 pseudogene 1		
HGNC:10863	ST3GAL2	ST3 beta-galactoside alpha-2,3-sialyltransferase 2	SIAT4B	ST3GALII, ST3GalA.2
HGNC:10866	ST3GAL3	ST3 beta-galactoside alpha-2,3-sialyltransferase 3	SIAT6, MRT12	
HGNC:10864	ST3GAL4	ST3 beta-galactoside alpha-2,3-sialyltransferase 4	CGS23, SIAT4, NANTA3, SIAT4C	STZ, SAT3, FLJ11867
HGNC:48645	ST3GAL4-AS1	ST3GAL4 antisense RNA 1 (head to head)		DCPS-AS1, FLJ39051
HGNC:10872	ST3GAL5	ST3 beta-galactoside alpha-2,3-sialyltransferase 5	SIAT9	ST3GalV, SIATGM3S
HGNC:51129	ST3GAL5-AS1	ST3GAL5 antisense RNA 1 (head to head)		
HGNC:45175	ST3GAL5P1	ST3 beta-galactoside alpha-2,3-sialyltransferase 5 pseudogene 1		
HGNC:18080	ST3GAL6	ST3 beta-galactoside alpha-2,3-sialyltransferase 6	SIAT10	ST3GALVI
HGNC:40828	ST3GAL6-AS1	ST3GAL6 antisense RNA 1		
HGNC:11349	ST4~withdrawn	symbol withdrawn, see AIM1		
HGNC:11350	ST5	suppression of tumorigenicity 5		HTS1, DENND2B, p126
HGNC:10860	ST6GAL1	ST6 beta-galactosamide alpha-2,6-sialyltranferase 1	SIAT1	
HGNC:10861	ST6GAL2	ST6 beta-galactosamide alpha-2,6-sialyltranferase 2	SIAT2	KIAA1877, St6gal2, St6GalII
HGNC:41380	ST6GAL2-IT1	ST6GAL2 intronic transcript 1		
HGNC:23614	ST6GALNAC1	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1	SIAT7A	ST6GalNAcI
HGNC:10867	ST6GALNAC2	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2	SIAT7, SIAT7B, SIATL1	ST6GalNAII, STHM
HGNC:45160	ST6GALNAC2P1	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2 pseudogene 1		
HGNC:19343	ST6GALNAC3	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3	SIAT7C	
HGNC:17846	ST6GALNAC4	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 4	SIAT7D	ST6GALNACIV, SIAT3C
HGNC:39660	ST6GALNAC4P1	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 4 pseudogene 1		
HGNC:19342	ST6GALNAC5	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5	SIAT7E	MGC3184, ST6GalNAcV
HGNC:23364	ST6GALNAC6	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6	SIAT7F	ST6GALNACVI
HGNC:11351	ST7	suppression of tumorigenicity 7	FAM4A1	TSG7, SEN4, ETS7q, HELG, RAY1, FAM4A
HGNC:16000	ST7-AS1	ST7 antisense RNA 1	ST7OT1	ST7AS1
HGNC:16044	ST7-AS2	ST7 antisense RNA 2	ST7OT2	ST7AS2
HGNC:16045	ST7-OT3	ST7 overlapping transcript 3	ST7OT3	NCRNA00026
HGNC:18835	ST7-OT4	ST7 overlapping transcript 4	ST7OT4	NCRNA00042
HGNC:18441	ST7L	suppression of tumorigenicity 7 like		FLJ20284, STLR, ST7R, FAM4B
HGNC:11352	ST8	suppression of tumorigenicity 8 (ovarian)		OVCS
HGNC:10869	ST8SIA1	ST8 alpha-N-acetylneuraminate alpha-2,8-sialyltransferase 1	SIAT8, SIAT8A	
HGNC:10870	ST8SIA2	ST8 alpha-N-acetylneuraminate alpha-2,8-sialyltransferase 2	SIAT8B	STX, ST8SIA-II, HsT19690
HGNC:14269	ST8SIA3	ST8 alpha-N-acetylneuraminate alpha-2,8-sialyltransferase 3	SIAT8C	
HGNC:10871	ST8SIA4	ST8 alpha-N-acetylneuraminate alpha-2,8-sialyltransferase 4	SIAT8D	PST, PST1
HGNC:17827	ST8SIA5	ST8 alpha-N-acetylneuraminate alpha-2,8-sialyltransferase 5	SIAT8E	
HGNC:23317	ST8SIA6	ST8 alpha-N-acetylneuraminate alpha-2,8-sialyltransferase 6	SIAT8F	
HGNC:44880	ST8SIA6-AS1	ST8SIA6 antisense RNA 1		
HGNC:11341	ST11	suppression of tumorigenicity 11 (pancreas)		PETS1
HGNC:11342	ST12~withdrawn	symbol withdrawn, see KLF6		
HGNC:11343	ST13	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein)		SNC6, HSPABP1, HIP, P48, FAM10A1
HGNC:38715	ST13P1	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 1		
HGNC:38716	ST13P2	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 2		
HGNC:18552	ST13P3	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 3	FAM10A3	FAM10A3P
HGNC:18487	ST13P4	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 4	FAM10A4	FAM10A4P
HGNC:18556	ST13P5	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 5	FAM10A5	
HGNC:18557	ST13P6	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 6	FAM10A6	FAM10A6P
HGNC:18558	ST13P7	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 7	FAM10A7	FAM10A7P
HGNC:38743	ST13P8	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 8		
HGNC:38744	ST13P9	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 9		
HGNC:38745	ST13P10	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 10		
HGNC:38746	ST13P11	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 11		
HGNC:38787	ST13P12	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 12		
HGNC:38788	ST13P13	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 13		
HGNC:38849	ST13P14	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 14		
HGNC:38850	ST13P15	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 15		
HGNC:38851	ST13P16	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 16		
HGNC:38859	ST13P17	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 17		
HGNC:38861	ST13P18	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 18		
HGNC:38862	ST13P19	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 19		
HGNC:38863	ST13P20	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 20		
HGNC:38864	ST13P21	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 21		
HGNC:38865	ST13P22	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 22		
HGNC:16591	ST13P~withdrawn	entry withdrawn		
HGNC:11344	ST14	suppression of tumorigenicity 14	PRSS14	SNC19, HAI, MT-SP1, TMPRSS14
HGNC:13679	ST15~withdrawn	symbol withdrawn, see RECK		
HGNC:18695	ST18	suppression of tumorigenicity 18, zinc finger	ZNF387	KIAA0535, ZC2HC10, NZF3
HGNC:33520	ST20	suppressor of tumorigenicity 20		HCCS-1
HGNC:27521	ST20-AS1	ST20 antisense RNA 1	C15orf37	FLJ33788
HGNC:44655	ST20-MTHFS	ST20-MTHFS readthrough		
HGNC:18628	STAB1	stabilin 1		KIAA0246, STAB-1, FEEL-1, CLEVER-1, FELE-1, FEX1
HGNC:18629	STAB2	stabilin 2		DKFZP434E0321, FELL, STAB-2, HARE, FEEL-2
HGNC:11353	STAC	SH3 and cysteine rich domain		STAC1
HGNC:23990	STAC2	SH3 and cysteine rich domain 2		24b2
HGNC:28423	STAC3	SH3 and cysteine rich domain 3		MGC2793
HGNC:11354	STAG1	stromal antigen 1		SA-1, SCC3A, SA1
HGNC:11355	STAG2	stromal antigen 2		SA-2, SCC3B, SA2
HGNC:11356	STAG3	stromal antigen 3		
HGNC:33852	STAG3L1	stromal antigen 3-like 1 (pseudogene)		DKFZP434A0131, STAG3L1P
HGNC:33886	STAG3L2	stromal antigen 3-like 2 (pseudogene)		MGC131759, STAG3L2P
HGNC:33845	STAG3L3	stromal antigen 3-like 3 (pseudogene)		STAG3L3P
HGNC:33887	STAG3L4	stromal antigen 3-like 4 (pseudogene)		FLJ13195, STAG3L4P
HGNC:48896	STAG3L5P	stromal antigen 3-like 5 pseudogene		
HGNC:48898	STAG3L5P-PVRIG2P-PILRB	STAG3L5P-PVRIG2P-PILRB readthrough		
HGNC:11357	STAM	signal transducing adaptor molecule		STAM1
HGNC:49568	STAM-AS1	STAM antisense RNA 1 (head to head)		locus3182
HGNC:11358	STAM2	signal transducing adaptor molecule 2		Hbp
HGNC:16950	STAMBP	STAM binding protein		AMSH
HGNC:24105	STAMBPL1	STAM binding protein like 1		AMSH-LP, KIAA1373, AMSH-FP, FLJ31524, ALMalpha, bA399O19.2
HGNC:24133	STAP1	signal transducing adaptor family member 1		STAP-1, BRDG1
HGNC:30430	STAP2	signal transducing adaptor family member 2		STAP-2, BKS
HGNC:11359	STAR	steroidogenic acute regulatory protein		StAR, STARD1
HGNC:17579	STARD3	StAR related lipid transfer domain containing 3		es64, MLN64
HGNC:19169	STARD3NL	STARD3 N-terminal like		MENTHO, MGC3251
HGNC:18058	STARD4	StAR related lipid transfer domain containing 4		
HGNC:44117	STARD4-AS1	STARD4 antisense RNA 1		
HGNC:18065	STARD5	StAR related lipid transfer domain containing 5		MGC10327
HGNC:18066	STARD6	StAR related lipid transfer domain containing 6		
HGNC:18063	STARD7	StAR related lipid transfer domain containing 7		GTT1
HGNC:40827	STARD7-AS1	STARD7 antisense RNA 1		
HGNC:19161	STARD8	StAR related lipid transfer domain containing 8		KIAA0189, ARHGAP38
HGNC:19162	STARD9	StAR related lipid transfer domain containing 9		KIAA1300, KIF16A
HGNC:10666	STARD10	StAR related lipid transfer domain containing 10	SDCCAG28	NY-CO-28, CGI-52, PCTP2
HGNC:39992	STARD10-AS1~withdrawn	entry withdrawn		
HGNC:19164	STARD13	StAR related lipid transfer domain containing 13	LINC00464	GT650, DLC2, ARHGAP37
HGNC:40873	STARD13-AS	STARD13 antisense RNA	STARD13-AS2	
HGNC:40872	STARD13-AS1~withdrawn	entry withdrawn		
HGNC:41453	STARD13-IT1	STARD13 intronic transcript 1		
HGNC:11360	STARP1	steroidogenic acute regulatory protein pseudogene 1		STARD1P1
HGNC:11362	STAT1	signal transducer and activator of transcription 1		STAT91, ISGF-3
HGNC:11363	STAT2	signal transducer and activator of transcription 2		STAT113
HGNC:11364	STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)		APRF
HGNC:11365	STAT4	signal transducer and activator of transcription 4		
HGNC:11366	STAT5A	signal transducer and activator of transcription 5A	STAT5	MGF
HGNC:11367	STAT5B	signal transducer and activator of transcription 5B		
HGNC:11368	STAT6	signal transducer and activator of transcription 6		D12S1644, IL-4-STAT
HGNC:11369	STATH	statherin		STR
HGNC:11361	STAT~withdrawn	symbol withdrawn, see SOAT1		
HGNC:11370	STAU1	staufen double-stranded RNA binding protein 1	STAU	PPP1R150
HGNC:11371	STAU2	staufen double-stranded RNA binding protein 2		39K2
HGNC:44101	STAU2-AS1	STAU2 antisense RNA 1		
HGNC:24854	STBD1	starch binding domain 1		FLJ41801, GENX-3414
HGNC:11373	STC1	stanniocalcin 1	STC	
HGNC:11374	STC2	stanniocalcin 2		STC-2
HGNC:11372	STC~withdrawn	symbol withdrawn, see STC1		
HGNC:11376	STD~withdrawn	symbol withdrawn, see SULT2A1		
HGNC:11378	STEAP1	six transmembrane epithelial antigen of the prostate 1	STEAP	PRSS24
HGNC:41907	STEAP1B	STEAP family member 1B		
HGNC:17885	STEAP2	STEAP2 metalloreductase	PCANAP1	IPCA-1, STAMP1, STMP
HGNC:40820	STEAP2-AS1	STEAP2 antisense RNA 1		
HGNC:24592	STEAP3	STEAP3 metalloreductase		TSAP6, dudlin-2, STMP3
HGNC:41053	STEAP3-AS1	STEAP3 antisense RNA 1		
HGNC:21923	STEAP4	STEAP4 metalloreductase	TNFAIP9	FLJ23153, TIARP, STAMP2
HGNC:11379	STFA~withdrawn	symbol withdrawn, see CSTA		
HGNC:11380	STFB~withdrawn	symbol withdrawn, see CSTB		
HGNC:11381	STGD1~withdrawn	symbol withdrawn, see ABCA4		
HGNC:11382	STGD2~withdrawn	symbol withdrawn, see ELOVL4		
HGNC:11383	STGD3~withdrawn	symbol withdrawn, see ELOVL4		
HGNC:11384	STGD4~withdrawn	symbol withdrawn, see PROM1		
HGNC:18839	STH	saitohin		MAPTIT
HGNC:11385	STHE~withdrawn	symbol withdrawn, see GLRA1		
HGNC:10879	STIL	SCL/TAL1 interrupting locus	SIL	MCPH7
HGNC:11386	STIM1	stromal interaction molecule 1		GOK, D11S4896E
HGNC:19205	STIM2	stromal interaction molecule 2		
HGNC:11387	STIP1	stress induced phosphoprotein 1		HOP, STI1
HGNC:49552	STIP1P1	stress induced phosphoprotein 1 pseudogene 1		
HGNC:49553	STIP1P2	stress induced phosphoprotein 1 pseudogene 2		
HGNC:49554	STIP1P3	stress induced phosphoprotein 1 pseudogene 3		
HGNC:7747	STK2~withdrawn	symbol withdrawn, see NEK4		
HGNC:11406	STK3	serine/threonine kinase 3		MST2, KRS1
HGNC:11408	STK4	serine/threonine kinase 4		MST1, KRS2, YSK3
HGNC:43811	STK4-AS1	STK4 antisense RNA 1 (head to head)		
HGNC:11410	STK6P~withdrawn	symbol withdrawn, see AURKAPS1		
HGNC:11409	STK6~withdrawn	symbol withdrawn, see AURKA		
HGNC:11388	STK10	serine/threonine kinase 10		LOK, PRO2729
HGNC:11389	STK11	serine/threonine kinase 11		PJS, LKB1
HGNC:19184	STK11IP	serine/threonine kinase 11 interacting protein		LIP1, KIAA1898, LKB1IP, STK11IP1
HGNC:11392	STK14A~withdrawn	symbol withdrawn, see RPS6KB1		
HGNC:11394	STK16	serine/threonine kinase 16		PKL12, MPSK
HGNC:19283	STK16P1	serine/threonine kinase 16 pseudogene 1	STK16P	
HGNC:11395	STK17A	serine/threonine kinase 17a		DRAK1
HGNC:11396	STK17B	serine/threonine kinase 17b		DRAK2
HGNC:11398	STK19	serine/threonine kinase 19		D6S60, G11, RP1
HGNC:21668	STK19B	serine/threonine kinase 19B (pseudogene)	STK19P	bPG116M5.10, RP2
HGNC:11403	STK24	serine/threonine kinase 24		MST-3, MST3, MST3B, STK3, STE20
HGNC:39935	STK24-AS1	STK24 antisense RNA 1		
HGNC:50360	STK24P1	serine/threonine kinase 24 pseudogene 1		
HGNC:11404	STK25	serine/threonine kinase 25		SOK1, YSK1
HGNC:50361	STK25P1	serine/threonine kinase 25 pseudogene 1		
HGNC:18174	STK26	serine/threonine protein kinase 26		MST4, MASK
HGNC:11407	STK31	serine/threonine kinase 31		TDRD8, SgK396
HGNC:28317	STK32A	serine/threonine kinase 32A		MGC22688, YANK1
HGNC:14217	STK32B	serine/threonine kinase 32B		STKG6, YANK2, STK32, HSA250839
HGNC:21332	STK32C	serine/threonine kinase 32C		PKE, MGC23665, YANK3
HGNC:14568	STK33	serine/threonine kinase 33		
HGNC:26871	STK33P1	serine/threonine kinase 33 pseudogene 1	STK33P	STK33ps
HGNC:16254	STK35	serine/threonine kinase 35		bA550O8.2, CLIK1
HGNC:17209	STK36	serine/threonine kinase 36		KIAA1278, FU
HGNC:17847	STK38	serine/threonine kinase 38		NDR
HGNC:17848	STK38L	serine/threonine kinase 38 like		KIAA0965, NDR2
HGNC:17717	STK39	serine/threonine kinase 39		DCHT, SPAK
HGNC:21373	STK40	serine/threonine kinase 40		MGC4796, SgK495
HGNC:28669	STKLD1	serine/threonine kinase-like domain containing 1	C9orf96	MGC43306, SGK071
HGNC:6510	STMN1	stathmin 1	LAP18, C1orf215	SMN, OP18, PR22, PP19, PP17, Lag, FLJ32206
HGNC:44062	STMN1P1	stathmin 1 pseudogene 1		
HGNC:44063	STMN1P2	stathmin 1 pseudogene 2		
HGNC:10577	STMN2	stathmin 2	SCGN10	SCG10
HGNC:15926	STMN3	stathmin 3		SCLIP
HGNC:16078	STMN4	stathmin 4		RB3
HGNC:44668	STMND1	stathmin domain containing 1		FLJ23152
HGNC:11413	STMY1~withdrawn	symbol withdrawn, see MMP3		
HGNC:11414	STMY2~withdrawn	symbol withdrawn, see MMP10		
HGNC:11415	STMY3~withdrawn	symbol withdrawn, see MMP11		
HGNC:11412	STM~withdrawn	symbol withdrawn, see SULT1A3		
HGNC:11417	STNL~withdrawn	symbol withdrawn, see EEF1A2		
HGNC:11416	STN~withdrawn	symbol withdrawn, see EEF1A2		
HGNC:3383	STOM	stomatin	EPB7, EPB72	BND7
HGNC:14560	STOML1	stomatin like 1		hUNC-24, SLP-1, STORP, FLJ36370
HGNC:14559	STOML2	stomatin like 2		SLP-2, HSPC108
HGNC:19420	STOML3	stomatin like 3		SRO, Epb7.2l
HGNC:17003	STON1	stonin 1		SBLF, stoned-b1
HGNC:30651	STON1-GTF2A1L	STON1-GTF2A1L readthrough		SALF
HGNC:30652	STON2	stonin 2		STNB2, STN2
HGNC:11419	STOT~withdrawn	symbol withdrawn, see TRIP10		
HGNC:23508	STOX1	storkhead box 1	C10orf24	FLJ25162
HGNC:25450	STOX2	storkhead box 2		DKFZp762K222
HGNC:11418	STO~withdrawn	symbol withdrawn, see NSD1		
HGNC:11420	STP1~withdrawn	symbol withdrawn, see SULT1A1		
HGNC:11421	STP2~withdrawn	symbol withdrawn, see SULT1A2		
HGNC:28070	STPG1	sperm tail PG-rich repeat containing 1	C1orf201	FLJ33340, MAPO2
HGNC:28712	STPG2	sperm tail PG-rich repeat containing 2	C4orf37	MGC46496
HGNC:41209	STPG2-AS1	STPG2 antisense RNA 1		
HGNC:30650	STRA6	stimulated by retinoic acid 6		FLJ12541
HGNC:30653	STRA8	stimulated by retinoic acid 8		
HGNC:11422	STRA13	stimulated by retinoic acid 13		MGC14480, MHF2, FAAP10
HGNC:30172	STRADA	STE20-related kinase adaptor alpha		NY-BR-96, LYK5, Stlk, STRAD
HGNC:13205	STRADB	STE20-related kinase adaptor beta	ALS2CR2	CALS-21, PAPK, ILPIPA, ILPIP
HGNC:22478	STRADBP1	STE20-related kinase adaptor beta pseudogene 1		STLK6ps1, ALS2CR2P1
HGNC:30796	STRAP	serine/threonine kinase receptor associated protein		UNRIP, pt-wd, MAWD
HGNC:16462	STRBP	spermatid perinuclear RNA binding protein	ILF3L	FLJ11307, SPNR
HGNC:16035	STRC	stereocilin	DFNB16	
HGNC:33915	STRCP1	stereocilin pseudogene 1	STRCP	
HGNC:25916	STRIP1	striatin interacting protein 1	FAM40A	FLJ14743, KIAA1761, FAR11A
HGNC:22209	STRIP2	striatin interacting protein 2	FAM40B	KIAA1170, FAR11B
HGNC:11423	STRL22~withdrawn	symbol withdrawn, see CCR6		
HGNC:13462	STRM~withdrawn	entry withdrawn		
HGNC:11424	STRN	striatin		SG2NA
HGNC:15720	STRN3	striatin 3		SG2NA
HGNC:15721	STRN4	striatin 4		zinedin, ZIN
HGNC:11425	STS	steroid sulfatase (microsomal), isozyme S	ARSC1	ARSC
HGNC:11426	STSP1	steroid sulfatase (microsomal) pseudogene 1	STSP	STS-Y
HGNC:6172	STT3A	STT3A, catalytic subunit of the oligosaccharyltransferase complex	ITM1	TMC, MGC9042, STT3-A
HGNC:44585	STT3A-AS1	STT3A antisense RNA 1		
HGNC:30611	STT3B	STT3B, catalytic subunit of the oligosaccharyltransferase complex		SIMP, FLJ90106, STT3-B
HGNC:11427	STUB1	STIP1 homology and U-box containing protein 1, E3 ubiquitin protein ligase		UBOX1, CHIP, SDCCAG7, HSPABP2, NY-CO-7
HGNC:11433	STX1A	syntaxin 1A	STX1	HPC-1, p35-1
HGNC:18539	STX1B	syntaxin 1B	STX1B1, STX1B2	
HGNC:11434	STX1B1~withdrawn	symbol withdrawn, see STX1B		
HGNC:3403	STX2	syntaxin 2	STX2B, STX2C, STX2A, EPIM	EPM
HGNC:11435	STX2A~withdrawn	symbol withdrawn, see STX2		
HGNC:11436	STX2B~withdrawn	symbol withdrawn, see STX2		
HGNC:11437	STX2C~withdrawn	symbol withdrawn, see STX2		
HGNC:11438	STX3	syntaxin 3	STX3A	
HGNC:11439	STX4	syntaxin 4	STX4A	p35-2
HGNC:11440	STX5	syntaxin 5	STX5A	SED5
HGNC:11441	STX6	syntaxin 6		
HGNC:11442	STX7	syntaxin 7		
HGNC:11443	STX8	syntaxin 8		CARB
